Time,Outside,Flow,Return
2021-12-04 20:57:45,3.6,36.2,24.5
2021-12-04 20:58:48,3.6,36.0,24.5
2021-12-04 20:59:50,3.7,35.8,24.5
2021-12-04 21:00:53,3.7,35.4,24.5
2021-12-04 21:01:56,3.6,34.9,24.4
2021-12-04 21:02:58,3.8,34.4,24.4
2021-12-04 21:04:01,3.8,34.1,24.4
2021-12-04 21:05:04,3.8,34.2,24.4
2021-12-04 21:06:06,3.8,34.6,24.3
2021-12-04 21:07:09,3.8,35.3,24.4
2021-12-04 21:08:12,3.8,36.1,24.4
2021-12-04 21:09:14,3.8,36.9,24.4
2021-12-04 21:10:17,3.8,37.4,24.4
2021-12-04 21:11:20,3.8,37.8,24.5
2021-12-04 21:12:23,3.8,37.8,24.6
2021-12-04 21:13:25,3.8,37.6,24.6
2021-12-04 21:14:28,3.8,37.2,24.6
2021-12-04 21:15:31,3.8,36.8,24.6
2021-12-04 21:16:33,3.8,36.5,24.6
2021-12-04 21:17:36,3.8,36.4,24.6
2021-12-04 21:18:39,3.8,36.2,24.6
2021-12-04 21:19:41,3.8,36.1,24.6
2021-12-04 21:20:44,3.9,35.8,24.6
2021-12-04 21:21:47,3.8,35.6,24.6
2021-12-04 21:22:50,3.8,35.4,24.6
2021-12-04 21:23:52,3.8,35.4,24.6
2021-12-04 21:24:55,3.8,35.5,24.6
2021-12-04 21:25:58,3.8,35.6,24.6
2021-12-04 21:27:00,3.7,35.6,24.6
2021-12-04 21:28:03,3.8,35.6,24.6
2021-12-04 21:29:06,3.7,35.6,24.5
2021-12-04 21:30:08,3.7,35.6,24.5
2021-12-04 21:31:11,3.8,35.4,24.5
2021-12-04 21:32:14,3.7,35.2,24.5
2021-12-04 21:33:16,3.6,35.1,24.4
2021-12-04 21:34:19,3.6,34.9,24.4
2021-12-04 21:35:22,3.6,34.7,24.4
2021-12-04 21:36:24,3.6,34.2,24.4
2021-12-04 21:37:27,3.6,33.8,24.4
2021-12-04 21:38:30,3.6,33.6,24.3
2021-12-04 21:39:32,3.6,33.8,24.3
2021-12-04 21:40:35,3.6,34.3,24.3
2021-12-04 21:41:38,3.6,35.1,24.3
2021-12-04 21:42:40,3.6,35.9,24.3
2021-12-04 21:43:43,3.6,36.8,24.4
2021-12-04 21:44:46,3.5,37.7,24.4
2021-12-04 21:45:49,3.6,38.4,24.4
2021-12-04 21:46:51,3.5,38.7,24.5
2021-12-04 21:47:54,3.5,38.6,24.6
2021-12-04 21:48:57,3.6,38.1,24.6
2021-12-04 21:49:59,3.5,37.7,24.6
2021-12-04 21:51:02,3.4,37.3,24.6
2021-12-04 21:52:05,3.4,37.0,24.6
2021-12-04 21:53:07,3.5,36.7,24.6
2021-12-04 21:54:10,3.5,36.3,24.6
2021-12-04 21:55:13,3.5,36.0,24.6
2021-12-04 21:56:16,3.5,35.6,24.6
2021-12-04 21:57:18,3.5,35.3,24.6
2021-12-04 21:58:21,3.5,35.1,24.6
2021-12-04 21:59:24,3.5,35.0,24.5
2021-12-04 22:00:26,3.5,35.0,24.5
2021-12-04 22:01:29,3.5,35.0,24.4
2021-12-04 22:02:32,3.6,34.9,24.4
2021-12-04 22:03:35,3.5,34.8,24.4
2021-12-04 22:04:37,3.5,34.8,24.4
2021-12-04 22:05:40,3.6,35.1,24.4
2021-12-04 22:06:43,3.6,35.5,24.4
2021-12-04 22:07:46,3.5,36.0,24.4
2021-12-04 22:08:48,3.4,36.7,24.4
2021-12-04 22:09:51,3.5,37.5,24.4
2021-12-04 22:10:54,3.5,38.1,24.5
2021-12-04 22:11:56,3.5,38.2,24.5
2021-12-04 22:12:59,3.5,37.9,24.6
2021-12-04 22:14:02,3.5,37.4,24.6
2021-12-04 22:15:05,3.5,36.8,24.6
2021-12-04 22:16:07,3.5,36.2,24.6
2021-12-04 22:17:10,3.5,36.1,24.5
2021-12-04 22:18:13,3.6,36.2,24.5
2021-12-04 22:19:15,3.6,36.6,24.5
2021-12-04 22:20:18,3.5,37.0,24.5
2021-12-04 22:21:21,3.5,37.4,24.6
2021-12-04 22:22:24,3.5,37.7,24.6
2021-12-04 22:23:26,3.5,37.8,24.6
2021-12-04 22:24:29,3.6,37.5,24.6
2021-12-04 22:25:32,3.6,37.2,24.6
2021-12-04 22:26:34,3.6,36.8,24.6
2021-12-04 22:27:37,3.6,36.6,24.6
2021-12-04 22:28:40,3.6,36.4,24.6
2021-12-04 22:29:43,3.6,36.1,24.6
2021-12-04 22:30:45,3.6,35.8,24.6
2021-12-04 22:31:48,3.6,35.4,24.6
2021-12-04 22:32:51,3.6,35.1,24.6
2021-12-04 22:33:53,3.6,34.9,24.6
2021-12-04 22:34:56,3.6,34.9,24.6
2021-12-04 22:35:59,3.6,35.1,24.6
2021-12-04 22:37:02,3.6,35.2,24.5
2021-12-04 22:38:04,3.6,35.0,24.5
2021-12-04 22:39:07,3.6,34.4,24.5
2021-12-04 22:40:10,3.6,33.9,24.5
2021-12-04 22:41:12,3.6,33.7,24.4
2021-12-04 22:42:15,3.6,33.9,24.4
2021-12-04 22:43:18,3.6,34.5,24.4
2021-12-04 22:44:21,3.6,35.5,24.4
2021-12-04 22:45:23,3.6,36.5,24.4
2021-12-04 22:46:26,3.6,37.4,24.4
2021-12-04 22:47:29,3.7,38.2,24.5
2021-12-04 22:48:31,3.6,38.8,24.5
2021-12-04 22:49:34,3.6,39.1,24.6
2021-12-04 22:50:37,3.6,39.2,24.6
2021-12-04 22:51:40,3.7,39.4,24.6
2021-12-04 22:52:42,3.7,39.7,24.6
2021-12-04 22:53:45,3.7,39.6,24.7
2021-12-04 22:54:48,3.6,39.1,24.7
2021-12-04 22:55:50,3.6,38.7,24.7
2021-12-04 22:56:53,3.7,38.3,24.8
2021-12-04 22:57:56,3.6,38.0,24.8
2021-12-04 22:58:58,3.6,37.7,24.8
2021-12-04 23:00:01,3.6,37.4,24.7
2021-12-04 23:01:04,3.6,37.2,24.7
2021-12-04 23:02:06,3.7,37.1,24.7
2021-12-04 23:03:09,3.7,36.8,24.7
2021-12-04 23:04:12,3.6,36.3,24.6
2021-12-04 23:05:14,3.6,36.1,24.6
2021-12-04 23:06:17,3.6,36.1,24.6
2021-12-04 23:07:20,3.6,36.3,24.6
2021-12-04 23:08:23,3.6,36.3,24.6
2021-12-04 23:09:25,3.6,36.1,24.6
2021-12-04 23:10:28,3.6,35.8,24.6
2021-12-04 23:11:31,3.5,35.9,24.6
2021-12-04 23:12:33,3.5,36.4,24.6
2021-12-04 23:13:36,3.5,37.1,24.6
2021-12-04 23:14:39,3.5,37.4,24.6
2021-12-04 23:15:41,3.4,37.6,24.6
2021-12-04 23:16:44,3.5,37.6,24.6
2021-12-04 23:17:47,3.5,37.8,24.6
2021-12-04 23:18:50,3.4,38.2,24.6
2021-12-04 23:19:52,3.4,38.7,24.7
2021-12-04 23:20:55,3.5,38.9,24.7
2021-12-04 23:21:58,3.5,38.9,24.8
2021-12-04 23:23:00,3.4,38.6,24.8
2021-12-04 23:24:03,3.4,38.1,24.8
2021-12-04 23:25:06,3.4,37.2,24.8
2021-12-04 23:26:09,3.4,36.6,24.7
2021-12-04 23:27:11,3.4,36.2,24.7
2021-12-04 23:28:14,3.4,36.4,24.6
2021-12-04 23:29:17,3.4,36.9,24.6
2021-12-04 23:30:19,3.4,37.7,24.6
2021-12-04 23:31:22,3.4,38.4,24.7
2021-12-04 23:32:25,3.5,38.9,24.8
2021-12-04 23:33:28,3.4,39.4,24.8
2021-12-04 23:34:30,3.4,39.8,24.8
2021-12-04 23:35:33,3.4,39.8,24.8
2021-12-04 23:36:36,3.4,39.6,24.9
2021-12-04 23:37:38,3.4,39.2,24.9
2021-12-04 23:38:41,3.4,38.8,24.9
2021-12-04 23:39:44,3.4,38.1,24.9
2021-12-04 23:40:47,3.5,37.4,24.9
2021-12-04 23:41:49,3.5,36.8,24.9
2021-12-04 23:42:52,3.5,36.2,24.9
2021-12-04 23:43:55,3.5,35.9,24.8
2021-12-04 23:44:58,3.4,35.8,24.8
2021-12-04 23:46:00,3.4,35.7,24.8
2021-12-04 23:47:03,3.4,35.4,24.8
2021-12-04 23:48:06,3.4,35.2,24.8
2021-12-04 23:49:08,3.4,35.3,24.7
2021-12-04 23:50:11,3.4,35.6,24.7
2021-12-04 23:51:14,3.4,35.6,24.7
2021-12-04 23:52:16,3.5,35.4,24.7
2021-12-04 23:53:19,3.4,35.1,24.7
2021-12-04 23:54:22,3.5,35.0,24.6
2021-12-04 23:55:25,3.4,35.4,24.6
2021-12-04 23:56:27,3.4,36.1,24.6
2021-12-04 23:57:30,3.4,36.9,24.6
2021-12-04 23:58:33,3.4,37.5,24.7
2021-12-04 23:59:35,3.4,37.9,24.8
2021-12-05 00:00:38,3.4,38.2,24.8
2021-12-05 00:01:41,3.5,38.5,24.8
2021-12-05 00:02:44,3.4,38.9,24.8
2021-12-05 00:03:46,3.4,39.2,24.8
2021-12-05 00:04:49,3.5,39.2,24.8
2021-12-05 00:05:52,3.4,39.1,24.9
2021-12-05 00:06:54,3.4,38.8,24.9
2021-12-05 00:07:57,3.4,38.1,24.9
2021-12-05 00:09:00,3.4,37.4,24.9
2021-12-05 00:10:02,3.5,36.8,24.8
2021-12-05 00:11:05,3.4,36.6,24.8
2021-12-05 00:12:08,3.5,36.9,24.8
2021-12-05 00:13:10,3.4,37.4,24.8
2021-12-05 00:14:13,3.4,37.7,24.8
2021-12-05 00:15:16,3.4,37.5,24.8
2021-12-05 00:16:19,3.4,37.4,24.8
2021-12-05 00:17:21,3.4,37.4,24.8
2021-12-05 00:18:24,3.4,37.6,24.8
2021-12-05 00:19:27,3.4,38.1,24.8
2021-12-05 00:20:29,3.5,38.4,24.9
2021-12-05 00:21:32,3.4,38.6,24.9
2021-12-05 00:22:35,3.4,38.4,24.9
2021-12-05 00:23:37,3.4,37.9,24.9
2021-12-05 00:24:40,3.5,37.2,24.9
2021-12-05 00:25:43,3.4,36.6,24.9
2021-12-05 00:26:46,3.4,36.3,24.9
2021-12-05 00:27:48,3.4,36.2,24.8
2021-12-05 00:28:51,3.4,36.1,24.8
2021-12-05 00:29:54,3.4,35.8,24.8
2021-12-05 00:30:56,3.5,35.4,24.8
2021-12-05 00:31:59,3.4,35.5,24.8
2021-12-05 00:33:02,3.5,35.8,24.8
2021-12-05 00:34:04,3.4,36.1,24.8
2021-12-05 00:35:07,3.4,36.4,24.8
2021-12-05 00:36:10,3.4,36.6,24.8
2021-12-05 00:37:12,3.4,36.8,24.8
2021-12-05 00:38:15,3.5,36.8,24.8
2021-12-05 00:39:18,3.4,36.5,24.8
2021-12-05 00:40:21,3.5,36.1,24.8
2021-12-05 00:41:23,3.5,35.8,24.8
2021-12-05 00:42:26,3.5,36.0,24.8
2021-12-05 00:43:29,3.5,36.6,24.8
2021-12-05 00:44:31,3.5,37.2,24.8
2021-12-05 00:45:34,3.5,38.0,24.8
2021-12-05 00:46:37,3.4,38.6,24.8
2021-12-05 00:47:40,3.5,39.1,24.9
2021-12-05 00:48:42,3.5,39.5,24.9
2021-12-05 00:49:45,3.5,39.8,24.9
2021-12-05 00:50:48,3.5,39.7,25.0
2021-12-05 00:51:50,3.4,39.5,25.0
2021-12-05 00:52:53,3.5,39.1,25.0
2021-12-05 00:53:56,3.6,38.4,25.0
2021-12-05 00:54:58,3.5,37.8,25.0
2021-12-05 00:56:01,3.6,37.2,24.9
2021-12-05 00:57:04,3.6,37.2,24.9
2021-12-05 00:58:06,3.6,37.6,24.9
2021-12-05 00:59:09,3.6,37.9,24.9
2021-12-05 01:00:12,3.6,37.8,24.9
2021-12-05 01:01:15,3.6,37.6,24.9
2021-12-05 01:02:17,3.6,37.6,24.9
2021-12-05 01:03:20,3.6,37.9,24.9
2021-12-05 01:04:23,3.6,38.4,24.9
2021-12-05 01:05:25,3.6,38.8,24.9
2021-12-05 01:06:28,3.6,38.8,25.0
2021-12-05 01:07:31,3.6,38.7,25.0
2021-12-05 01:08:33,3.6,38.2,25.0
2021-12-05 01:09:36,3.6,37.7,25.0
2021-12-05 01:10:39,3.6,37.0,25.0
2021-12-05 01:11:41,3.7,36.6,24.9
2021-12-05 01:12:44,3.6,36.4,24.9
2021-12-05 01:13:47,3.6,36.2,24.9
2021-12-05 01:14:50,3.6,35.9,24.9
2021-12-05 01:15:52,3.6,35.5,24.9
2021-12-05 01:16:55,3.7,35.3,24.8
2021-12-05 01:17:58,3.7,35.4,24.8
2021-12-05 01:19:00,3.6,36.0,24.8
2021-12-05 01:20:03,3.6,36.8,24.8
2021-12-05 01:21:06,3.6,37.6,24.8
2021-12-05 01:22:08,3.6,37.9,24.9
2021-12-05 01:23:11,3.6,38.1,24.9
2021-12-05 01:24:14,3.6,37.9,24.9
2021-12-05 01:25:16,3.6,37.4,24.9
2021-12-05 01:26:19,3.6,36.8,24.9
2021-12-05 01:27:22,3.7,36.3,24.9
2021-12-05 01:28:25,3.6,36.4,24.9
2021-12-05 01:29:27,3.7,36.8,24.9
2021-12-05 01:30:30,3.6,37.4,24.9
2021-12-05 01:31:33,3.7,37.7,24.9
2021-12-05 01:32:35,3.7,37.8,24.9
2021-12-05 01:33:38,3.7,37.9,24.9
2021-12-05 01:34:41,3.6,38.2,25.0
2021-12-05 01:35:44,3.6,38.7,25.0
2021-12-05 01:36:46,3.7,39.1,25.0
2021-12-05 01:37:49,3.8,39.6,25.1
2021-12-05 01:38:52,3.8,40.1,25.1
2021-12-05 01:39:54,3.8,40.2,25.1
2021-12-05 01:40:57,3.7,40.1,25.1
2021-12-05 01:42:00,3.7,39.8,25.1
2021-12-05 01:43:02,3.7,39.4,25.1
2021-12-05 01:44:05,3.6,38.9,25.2
2021-12-05 01:45:08,3.7,38.2,25.1
2021-12-05 01:46:10,3.8,37.7,25.1
2021-12-05 01:47:13,3.8,37.5,25.1
2021-12-05 01:48:16,3.8,37.7,25.1
2021-12-05 01:49:19,3.8,38.1,25.1
2021-12-05 01:50:21,3.8,38.7,25.1
2021-12-05 01:51:24,3.8,39.1,25.1
2021-12-05 01:52:27,3.8,39.2,25.1
2021-12-05 01:53:29,3.8,39.2,25.1
2021-12-05 01:54:32,3.8,39.3,25.2
2021-12-05 01:55:35,3.8,39.6,25.2
2021-12-05 01:56:38,3.8,39.9,25.2
2021-12-05 01:57:40,3.9,40.2,25.2
2021-12-05 01:58:43,3.8,40.6,25.2
2021-12-05 01:59:46,3.9,40.9,25.2
2021-12-05 02:00:48,3.9,41.1,25.2
2021-12-05 02:01:51,3.9,41.2,25.3
2021-12-05 02:02:54,3.9,41.3,25.3
2021-12-05 02:03:56,3.9,41.4,25.4
2021-12-05 02:04:59,3.9,41.4,25.4
2021-12-05 02:06:02,3.8,41.1,25.4
2021-12-05 02:07:05,3.9,40.8,25.4
2021-12-05 02:08:07,3.9,40.6,25.4
2021-12-05 02:09:10,3.9,40.6,25.4
2021-12-05 02:10:13,3.9,40.6,25.4
2021-12-05 02:11:16,3.9,40.6,25.4
2021-12-05 02:12:18,3.7,40.7,25.4
2021-12-05 02:13:21,3.6,40.8,25.4
2021-12-05 02:14:24,3.6,40.8,25.4
2021-12-05 02:15:26,3.6,40.9,25.4
2021-12-05 02:16:29,3.6,41.1,25.4
2021-12-05 02:17:32,3.5,41.2,25.4
2021-12-05 02:18:34,3.6,41.5,25.4
2021-12-05 02:19:37,3.5,41.8,25.5
2021-12-05 02:20:40,3.5,41.9,25.5
2021-12-05 02:21:42,3.5,42.0,25.5
2021-12-05 02:22:45,3.5,41.9,25.6
2021-12-05 02:23:48,3.5,41.9,25.6
2021-12-05 02:24:51,3.5,41.9,25.6
2021-12-05 02:25:53,3.5,42.1,25.6
2021-12-05 02:26:56,3.6,42.2,25.6
2021-12-05 02:27:59,3.6,42.1,25.6
2021-12-05 02:29:02,3.5,41.6,25.6
2021-12-05 02:30:04,3.5,41.1,25.6
2021-12-05 02:31:07,3.4,40.5,25.6
2021-12-05 02:32:10,3.6,39.8,25.6
2021-12-05 02:33:12,3.4,39.1,25.6
2021-12-05 02:34:15,3.4,38.2,25.6
2021-12-05 02:35:18,3.4,37.6,25.6
2021-12-05 02:36:20,3.4,37.4,25.5
2021-12-05 02:37:23,3.4,37.5,25.4
2021-12-05 02:38:26,3.4,38.0,25.4
2021-12-05 02:39:29,3.3,38.5,25.4
2021-12-05 02:40:31,3.3,38.9,25.5
2021-12-05 02:41:34,3.2,39.2,25.5
2021-12-05 02:42:37,3.2,39.6,25.5
2021-12-05 02:43:39,3.2,40.0,25.6
2021-12-05 02:44:42,3.2,40.4,25.6
2021-12-05 02:45:45,3.2,40.8,25.6
2021-12-05 02:46:48,3.2,41.1,25.6
2021-12-05 02:47:50,3.1,41.2,25.7
2021-12-05 02:48:53,3.1,41.3,25.7
2021-12-05 02:49:56,3.2,41.4,25.7
2021-12-05 02:50:58,3.1,41.6,25.7
2021-12-05 02:52:01,3.2,41.6,25.8
2021-12-05 02:53:04,3.1,41.5,25.8
2021-12-05 02:54:06,3.1,41.4,25.8
2021-12-05 02:55:09,3.2,41.3,25.8
2021-12-05 02:56:12,3.2,41.4,25.8
2021-12-05 02:57:14,3.2,41.4,25.8
2021-12-05 02:58:17,3.2,41.4,25.8
2021-12-05 02:59:20,3.2,41.4,25.8
2021-12-05 03:00:23,3.2,41.4,25.8
2021-12-05 03:01:25,3.1,41.4,25.8
2021-12-05 03:02:28,3.2,41.3,25.9
2021-12-05 03:03:31,3.1,41.1,25.8
2021-12-05 03:04:33,3.1,41.0,25.8
2021-12-05 03:05:36,3.2,41.0,25.8
2021-12-05 03:06:39,3.2,41.0,25.8
2021-12-05 03:07:42,3.2,41.1,25.8
2021-12-05 03:08:44,3.2,41.2,25.8
2021-12-05 03:09:47,3.2,41.2,25.8
2021-12-05 03:10:50,3.1,41.0,25.8
2021-12-05 03:11:52,3.2,40.8,25.9
2021-12-05 03:12:55,3.2,40.7,25.9
2021-12-05 03:13:58,3.2,40.8,25.9
2021-12-05 03:15:01,3.1,41.1,25.8
2021-12-05 03:16:03,3.2,41.4,25.9
2021-12-05 03:17:06,3.2,41.8,25.9
2021-12-05 03:18:09,3.2,41.7,25.9
2021-12-05 03:19:11,3.2,41.3,25.9
2021-12-05 03:20:14,3.2,41.1,25.9
2021-12-05 03:21:17,3.3,41.0,25.9
2021-12-05 03:22:20,3.3,41.2,25.9
2021-12-05 03:23:22,3.2,41.4,25.9
2021-12-05 03:24:25,3.2,41.3,25.9
2021-12-05 03:25:28,3.3,41.0,25.9
2021-12-05 03:26:30,3.4,40.6,25.9
2021-12-05 03:27:33,3.3,40.5,25.9
2021-12-05 03:28:36,3.2,40.4,25.9
2021-12-05 03:29:39,3.3,40.6,25.9
2021-12-05 03:30:41,3.3,40.9,25.9
2021-12-05 03:31:44,3.3,41.2,25.9
2021-12-05 03:32:47,3.3,41.6,25.9
2021-12-05 03:33:49,3.3,41.7,25.9
2021-12-05 03:34:52,3.3,41.4,26.0
2021-12-05 03:35:55,3.4,40.9,26.0
2021-12-05 03:36:58,3.4,40.5,26.0
2021-12-05 03:38:00,3.3,40.2,26.0
2021-12-05 03:39:03,3.3,40.0,26.0
2021-12-05 03:40:06,3.3,39.9,25.9
2021-12-05 03:41:08,3.2,40.1,25.9
2021-12-05 03:42:11,3.2,40.2,25.9
2021-12-05 03:43:14,3.3,40.2,25.9
2021-12-05 03:44:16,3.2,40.2,25.9
2021-12-05 03:45:19,3.2,40.3,26.0
2021-12-05 03:46:22,3.2,40.4,26.0
2021-12-05 03:47:24,3.2,40.6,26.0
2021-12-05 03:48:27,3.2,40.7,26.0
2021-12-05 03:49:30,3.2,40.8,26.0
2021-12-05 03:50:33,3.1,40.8,26.0
2021-12-05 03:51:35,3.1,40.8,26.0
2021-12-05 03:52:38,3.1,40.8,26.0
2021-12-05 03:53:41,3.1,41.0,26.0
2021-12-05 03:54:43,3.1,41.2,26.0
2021-12-05 03:55:46,3.1,41.1,26.1
2021-12-05 03:56:49,3.1,40.8,26.1
2021-12-05 03:57:52,3.0,40.4,26.1
2021-12-05 03:58:54,3.0,40.0,26.0
2021-12-05 03:59:57,3.0,39.6,26.0
2021-12-05 04:01:00,3.0,39.1,26.0
2021-12-05 04:02:02,2.9,38.6,26.0
2021-12-05 04:03:05,2.9,38.3,25.9
2021-12-05 04:04:08,2.9,38.4,25.9
2021-12-05 04:05:11,2.9,38.7,25.9
2021-12-05 04:06:13,2.9,39.2,25.9
2021-12-05 04:07:16,2.9,39.8,25.9
2021-12-05 04:08:19,2.9,40.3,25.9
2021-12-05 04:09:21,2.9,40.8,25.9
2021-12-05 04:10:24,2.9,40.8,26.0
2021-12-05 04:11:27,2.9,40.6,26.0
2021-12-05 04:12:30,2.9,40.2,26.0
2021-12-05 04:13:32,2.9,39.9,26.0
2021-12-05 04:14:35,2.9,39.5,26.0
2021-12-05 04:15:38,2.8,39.0,26.0
2021-12-05 04:16:40,2.9,38.6,25.9
2021-12-05 04:17:43,2.9,38.2,25.9
2021-12-05 04:18:46,2.9,37.8,25.9
2021-12-05 04:19:48,2.9,37.3,25.9
2021-12-05 04:20:51,2.8,36.7,25.8
2021-12-05 04:21:54,2.8,36.2,25.8
2021-12-05 04:22:56,2.8,36.0,25.8
2021-12-05 04:23:59,2.8,36.2,25.7
2021-12-05 04:25:02,2.8,36.6,25.7
2021-12-05 04:26:04,2.7,37.2,25.7
2021-12-05 04:27:07,2.8,37.9,25.7
2021-12-05 04:28:10,2.8,38.4,25.8
2021-12-05 04:29:13,2.8,38.7,25.8
2021-12-05 04:30:15,2.7,38.9,25.8
2021-12-05 04:31:18,2.7,39.2,25.8
2021-12-05 04:32:21,2.7,39.5,25.8
2021-12-05 04:33:23,2.6,39.8,25.8
2021-12-05 04:34:26,2.7,40.1,25.9
2021-12-05 04:35:29,2.7,40.4,25.9
2021-12-05 04:36:32,2.7,40.5,25.9
2021-12-05 04:37:34,2.8,40.4,25.9
2021-12-05 04:38:37,2.8,40.5,25.9
2021-12-05 04:39:40,2.9,40.6,25.9
2021-12-05 04:40:42,2.9,40.9,25.9
2021-12-05 04:41:45,2.9,41.2,25.9
2021-12-05 04:42:48,2.9,41.4,25.9
2021-12-05 04:43:51,2.9,41.1,25.9
2021-12-05 04:44:53,2.9,40.7,25.9
2021-12-05 04:45:56,2.9,40.3,25.9
2021-12-05 04:46:59,2.9,39.9,25.9
2021-12-05 04:48:01,2.9,39.4,25.9
2021-12-05 04:49:04,2.9,38.8,25.9
2021-12-05 04:50:07,2.9,38.4,25.9
2021-12-05 04:51:10,3.0,38.2,25.8
2021-12-05 04:52:12,2.9,38.6,25.8
2021-12-05 04:53:15,2.9,39.1,25.8
2021-12-05 04:54:18,2.9,39.7,25.8
2021-12-05 04:55:20,3.0,40.2,25.8
2021-12-05 04:56:23,3.0,40.8,25.8
2021-12-05 04:57:26,2.9,41.2,25.9
2021-12-05 04:58:29,2.9,41.4,25.9
2021-12-05 04:59:31,2.9,41.2,25.9
2021-12-05 05:00:34,3.0,40.9,25.9
2021-12-05 05:01:37,3.0,40.7,25.9
2021-12-05 05:02:39,3.0,40.7,25.9
2021-12-05 05:03:42,3.0,40.8,25.9
2021-12-05 05:04:45,3.0,40.9,25.9
2021-12-05 05:05:48,3.0,41.1,25.9
2021-12-05 05:06:50,3.0,41.3,25.9
2021-12-05 05:07:53,3.0,41.6,26.0
2021-12-05 05:08:56,3.0,41.7,26.0
2021-12-05 05:09:58,2.9,41.6,26.0
2021-12-05 05:11:01,3.0,41.4,26.0
2021-12-05 05:12:04,3.0,41.3,26.0
2021-12-05 05:13:06,3.0,41.3,26.0
2021-12-05 05:14:09,3.0,41.4,26.0
2021-12-05 05:15:12,3.0,41.4,26.0
2021-12-05 05:16:15,3.0,41.1,26.0
2021-12-05 05:17:17,3.0,40.9,26.1
2021-12-05 05:18:20,3.0,40.7,26.0
2021-12-05 05:19:23,3.0,40.6,26.0
2021-12-05 05:20:26,3.0,40.7,26.0
2021-12-05 05:21:28,3.0,40.8,26.0
2021-12-05 05:22:31,3.0,41.1,26.0
2021-12-05 05:23:34,3.0,41.2,26.0
2021-12-05 05:24:36,3.0,41.1,26.0
2021-12-05 05:25:39,3.1,40.9,26.1
2021-12-05 05:26:42,3.0,40.8,26.0
